Price,Close,High,Low,Open,Volume
Ticker,SMH,SMH,SMH,SMH,SMH
Date,,,,,
2010-01-04,12.099959373474121,12.206435609293042,12.053109569762048,12.07440530433536,18905400
2010-01-05,12.031815528869629,12.155328361394524,11.959411650715204,12.11699684870399,29157800
2010-01-06,12.00200080871582,12.116995332397144,11.959410154128385,12.014777436447632,21329000
2010-01-07,11.908303260803223,11.993484584675214,11.823122749280541,11.96367136502481,28677800
2010-01-08,12.146810531616211,12.159587161435644,11.869972450088033,11.899785669465778,41759000
2010-01-11,12.104220390319824,12.231991568101686,11.967930917392682,12.180883421928677,31523400
2010-01-12,11.674055099487305,12.002002119575021,11.593132928167773,11.984965530939643,37312800
2010-01-13,11.82312297821045,11.865713640971123,11.537766593768056,11.7634965377551,32893600
2010-01-14,11.840156555175781,11.848674848614486,11.686831335024962,11.835898220805602,52052200
2010-01-15,11.469620704650879,11.806085200684276,11.461102410485669,11.789049424703098,44643800
2010-01-19,11.635724067687988,11.669796434015872,11.49943460237645,11.503693749711097,30379200
2010-01-20,11.571836471557617,11.580354764746708,11.414251296956028,11.567577324963072,43078800
2010-01-21,11.503693580627441,11.74645928868906,11.414253112613052,11.593133236292552,48359000
2010-01-22,10.93298053741455,11.422771087085668,10.873354101975238,11.401476163671415,73004400
2010-01-25,11.082047462463379,11.158710486680226,10.996866143922603,11.005384438246532,40163600
2010-01-26,10.988346099853516,11.175744483393016,10.975569472751385,11.03093675234192,29294600
2010-01-27,11.145931243896484,11.192781042757424,10.941497087256407,11.013900952610076,45973000
2010-01-28,10.87761402130127,11.167228737100674,10.690215595025748,11.137415517264655,60518400
2010-01-29,10.54540729522705,11.009643783702158,10.447449345785328,10.937239905343215,55877600
2010-02-01,10.775394439697266,10.81798509530796,10.587996854768909,10.592256001564898,26750800
2010-02-02,10.898907661437988,10.95427494712815,10.766877355292818,10.830762934888918,29452600
2010-02-03,10.860576629638672,10.907426435835934,10.749841241031033,10.826504264863187,26919600
2010-02-04,10.438932418823242,10.76687948801936,10.40911919659621,10.758361192426099,47878800
2010-02-05,10.694474220275879,10.715769144161984,10.40059955902184,10.455966848535278,58818200
2010-02-08,10.651883125305176,10.860576457796613,10.558184326742461,10.681696342468346,37975800
2010-02-09,10.762618064880371,10.911684956850442,10.698732486135828,10.826503643624914,27880400
2010-02-10,10.792431831359863,10.864835707590347,10.660401520239306,10.724287102242851,24377000
2010-02-11,10.984088897705078,11.069269399111196,10.711509181097549,10.77539476023944,31574000
2010-02-12,11.09908390045166,11.226855885880155,10.805210039899665,10.920203770731211,41159600
2010-02-16,11.346108436584473,11.401476539043228,11.103342727332668,11.23963219130917,53848400
2010-02-17,11.354626655578613,11.456843752880495,11.22685548703858,11.414253092584058,35746600
2010-02-18,11.418511390686035,11.431288831529528,11.235372133675403,11.31203515403792,39493400
2010-02-19,11.431288719177246,11.507951738786282,11.294999267583053,11.358884846474181,22433800
2010-02-22,11.397217750549316,11.495175704322609,11.320554721561763,11.4909165568956,21475000
2010-02-23,11.120378494262695,11.36740333254239,11.043715473357063,11.329071822089572,35881600
2010-02-24,11.31629467010498,11.414252616052664,11.15019199546767,11.184264359812484,30822400
2010-02-25,11.299260139465332,11.312036769784548,11.039457824983506,11.124639151408498,28511200
2010-02-26,11.235371589660645,11.346106967894803,11.15019109187611,11.346106967894803,27008800
2010-03-01,11.507954597473145,11.524990376979664,11.329074444732909,11.34611022423943,22606400
2010-03-02,11.448324203491211,11.622945972801094,11.38017947942602,11.55905958318444,24307400
2010-03-03,11.367403030395508,11.542023990106129,11.333330667826344,11.456842677508616,19777800
2010-03-04,11.384440422058105,11.422771936935014,11.214078585021468,11.35888634958994,37219800
2010-03-05,11.512211799621582,11.55906079460807,11.350367453743102,11.448325403309445,29943800
2010-03-08,11.473877906799316,11.563317543325411,11.469618760438678,11.52498603842877,11412400
2010-03-09,11.414251327514648,11.529245848827799,11.337589125655034,11.39295640683406,40839000
2010-03-10,11.652758598327637,11.695348439451156,11.439806143313458,11.452582770710855,28505400
2010-03-11,11.542025566101074,11.627206077980277,11.42703102209737,11.593133710758734,33573600
2010-03-12,11.503693580627441,11.601651530836643,11.47813950934445,11.58461575409774,23718200
2010-03-15,11.427029609680176,11.490915188780447,11.350366589820167,11.469620266530095,11841000
2010-03-16,11.780531883239746,11.814604249728356,11.465362290132779,11.465362290132779,44997400
2010-03-17,11.946636199951172,11.984967719029685,11.797570083922967,11.797570083922967,36218000
2010-03-18,11.861454010009766,12.15106953015898,11.776272687960248,11.921080448034854,25713800
2010-03-19,11.70812702178955,11.887007133952272,11.622946518880633,11.70812702178955,28400800
2010-03-22,11.921079635620117,11.955151999648054,11.622946653462979,11.644241576349474,22261800
2010-03-23,12.185141563415527,12.193659045508213,11.959411634799368,11.967929929241322,31856000
2010-03-24,11.908303260803223,12.116997423054668,11.861454263788007,12.116997423054668,33556400
2010-03-25,11.887006759643555,12.082923453628394,11.87422931905241,12.031814503613028,23512200
2010-03-26,11.840156555175781,12.00200088111448,11.73368032423949,11.916819571425778,21642400
2010-03-29,11.904045104980469,11.980707322800503,11.878490220024469,11.925340030094482,7788000
2010-03-30,11.942375183105469,12.010519910090014,11.8231215047079,11.942375183105469,12877000
2010-03-31,11.869972229003906,12.031815765046957,11.852935639762908,11.916821224718078,21651000
2010-04-01,11.891268730163574,12.12977532472204,11.793310766085023,11.97219091509122,23391600
2010-04-05,12.172364234924316,12.185141676706044,11.925339380255846,11.950893451470025,15572600
2010-04-06,12.074403762817383,12.12551189457002,12.010518191952032,12.116994414177318,13436400
2010-04-07,12.13829231262207,12.227731971313723,11.976448772554138,12.031816064265735,31919400
2010-04-08,11.955153465270996,12.06162971745524,11.904045319138188,12.040334791958125,24015200
2010-04-09,12.08718204498291,12.091441191937127,11.950892591844857,12.0232964653681,12488200
2010-04-12,12.244769096374512,12.334208758976867,12.104220474892708,12.104220474892708,25507000
2010-04-13,12.342726707458496,12.359763297389513,12.185142312343187,12.249027899885862,29828800
2010-04-14,12.845294952392578,12.883626468029206,12.325691136045094,12.653637374209435,45824000
2010-04-15,12.968806266784668,13.007137777906138,12.828257663455686,12.879365803384822,28930000
2010-04-16,12.79418659210205,12.892144547154862,12.662155457188103,12.875107957224294,35223600
2010-04-19,12.73881721496582,12.832516013178397,12.479014930916044,12.760112137903013,48883600
2010-04-20,12.879366874694824,12.900662611727716,12.717523334991379,12.81974043570134,18165800
2010-04-21,12.709001541137695,12.981580401317887,12.555675526111797,12.934731417442594,31515200
2010-04-22,12.879366874694824,12.904920946784989,12.398094590641756,12.589751349841945,50699000
2010-04-23,12.917695999145508,12.938990919889394,12.704743542310041,12.875105345308583,17335000
2010-04-26,12.947510719299316,13.062505254331482,12.883625137286753,12.95602901352746,22065800
2010-04-27,12.555679321289062,12.921957884632214,12.538643543552974,12.853813148989207,28606600
2010-04-28,12.611045837402344,12.71326292798488,12.402352509252681,12.63234075997608,23470800
2010-04-29,12.798444747924805,12.802703895347774,12.576974768375518,12.628082912752543,31349400
2010-04-30,12.34698486328125,12.768630682017191,12.317171645645766,12.755854052944414,39849000
2010-05-03,12.60678768157959,12.683450708631144,12.398094337022188,12.44494333283758,23741200
2010-05-04,12.159587860107422,12.423649326988745,12.00626260701927,12.423649326988745,40046400
2010-05-05,12.078664779663086,12.206435941180143,11.831639938340674,12.010520051874092,36719200
2010-05-06,11.665535926818848,12.168103880832298,10.881870780280789,12.02329613773184,47236800
2010-05-07,11.499435424804688,11.74220115379689,11.077789556710437,11.576098457612614,58108800
2010-05-10,12.091440200805664,12.121253414692182,11.891265184461082,12.05736784031405,37209200
2010-05-11,12.014780044555664,12.261805732316047,11.835900718686718,11.921081234002976,47203400
2010-05-12,12.368281364440918,12.368281364440918,12.065888397532213,12.125514836493378,28938200
2010-05-13,11.993483543395996,12.351243772838568,11.94663373809899,12.261804121652546,32558200
2010-05-14,11.691091537475586,11.878489135954467,11.486656538231607,11.874229988850503,53452200
2010-05-17,11.887006759643555,11.916819975340351,11.51221077147793,11.661276849961915,48438000
