Date,Open,High,Low,Close,Volume
2010-01-04,12.07440530433536,12.206435609293042,12.053109569762048,12.09995937347412,18905400
2010-01-05,12.11699684870399,12.155328361394524,11.959411650715204,12.031815528869627,29157800
2010-01-06,12.014777436447632,12.116995332397144,11.959410154128385,12.00200080871582,21329000
2010-01-07,11.96367136502481,11.993484584675214,11.82312274928054,11.908303260803224,28677800
2010-01-08,11.899785669465778,12.159587161435644,11.869972450088031,12.146810531616213,41759000
2010-01-11,12.180883421928677,12.231991568101686,11.967930917392682,12.104220390319824,31523400
2010-01-12,11.984965530939643,12.00200211957502,11.593132928167773,11.674055099487305,37312800
2010-01-13,11.7634965377551,11.865713640971125,11.537766593768056,11.82312297821045,32893600
2010-01-14,11.835898220805602,11.848674848614486,11.686831335024962,11.84015655517578,52052200
2010-01-15,11.789049424703098,11.806085200684276,11.461102410485667,11.46962070465088,44643800
2010-01-19,11.503693749711095,11.669796434015872,11.49943460237645,11.635724067687988,30379200
2010-01-20,11.567577324963072,11.580354764746708,11.414251296956028,11.571836471557615,43078800
2010-01-21,11.593133236292552,11.74645928868906,11.414253112613052,11.50369358062744,48359000
2010-01-22,11.401476163671417,11.422771087085668,10.873354101975238,10.93298053741455,73004400
2010-01-25,11.005384438246532,11.158710486680226,10.996866143922604,11.08204746246338,40163600
2010-01-26,11.03093675234192,11.175744483393016,10.975569472751385,10.988346099853516,29294600
2010-01-27,11.013900952610076,11.192781042757424,10.941497087256408,11.145931243896484,45973000
2010-01-28,11.137415517264657,11.167228737100674,10.690215595025748,10.87761402130127,60518400
2010-01-29,10.937239905343215,11.009643783702158,10.447449345785328,10.54540729522705,55877600
2010-02-01,10.592256001564898,10.81798509530796,10.587996854768909,10.775394439697266,26750800
2010-02-02,10.830762934888918,10.95427494712815,10.766877355292818,10.898907661437988,29452600
2010-02-03,10.826504264863187,10.907426435835934,10.749841241031032,10.860576629638672,26919600
2010-02-04,10.7583611924261,10.76687948801936,10.40911919659621,10.438932418823242,47878800
2010-02-05,10.455966848535278,10.715769144161984,10.40059955902184,10.69447422027588,58818200
2010-02-08,10.681696342468346,10.860576457796611,10.55818432674246,10.651883125305176,37975800
2010-02-09,10.826503643624914,10.911684956850442,10.698732486135828,10.762618064880373,27880400
2010-02-10,10.724287102242853,10.864835707590348,10.660401520239306,10.792431831359863,24377000
2010-02-11,10.77539476023944,11.069269399111196,10.711509181097547,10.984088897705078,31574000
2010-02-12,10.920203770731211,11.226855885880155,10.805210039899665,11.09908390045166,41159600
2010-02-16,11.23963219130917,11.401476539043228,11.103342727332668,11.346108436584473,53848400
2010-02-17,11.414253092584058,11.456843752880497,11.22685548703858,11.354626655578612,35746600
2010-02-18,11.31203515403792,11.431288831529528,11.235372133675405,11.418511390686035,39493400
2010-02-19,11.35888484647418,11.507951738786282,11.294999267583052,11.431288719177246,22433800
2010-02-22,11.4909165568956,11.495175704322609,11.320554721561765,11.397217750549316,21475000
2010-02-23,11.329071822089572,11.36740333254239,11.043715473357064,11.120378494262695,35881600
2010-02-24,11.184264359812484,11.414252616052664,11.15019199546767,11.31629467010498,30822400
2010-02-25,11.124639151408498,11.312036769784548,11.039457824983506,11.299260139465332,28511200
2010-02-26,11.346106967894803,11.346106967894803,11.15019109187611,11.235371589660645,27008800
2010-03-01,11.34611022423943,11.524990376979664,11.329074444732909,11.507954597473145,22606400
2010-03-02,11.55905958318444,11.622945972801094,11.38017947942602,11.448324203491213,24307400
2010-03-03,11.456842677508616,11.542023990106127,11.333330667826344,11.367403030395508,19777800
2010-03-04,11.35888634958994,11.422771936935014,11.214078585021468,11.384440422058104,37219800
2010-03-05,11.448325403309443,11.55906079460807,11.350367453743102,11.512211799621582,29943800
2010-03-08,11.52498603842877,11.563317543325413,11.469618760438678,11.473877906799316,11412400
2010-03-09,11.39295640683406,11.5292458488278,11.337589125655034,11.414251327514648,40839000
2010-03-10,11.452582770710857,11.695348439451156,11.439806143313458,11.652758598327637,28505400
2010-03-11,11.593133710758734,11.627206077980276,11.42703102209737,11.542025566101074,33573600
2010-03-12,11.58461575409774,11.601651530836644,11.47813950934445,11.50369358062744,23718200
